GP,Date,Venue,Opponent,GF,GA,Result,OT Result,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO
28,2023-12-13,Away,Los Angeles Kings,5,2,W,,29,8,0,2,0,48,55,46.6,42,36,53.8,13,26,33.3,47.6,115.5
29,2023-12-16,Home,Colorado Avalanche,6,2,W,,25,8,1,2,0,50,41,54.9,35,28,55.6,15,25,37.5,52.2,119.0
30,2023-12-18,Home,Montreal Canadiens,2,3,L,OT,32,8,0,2,0,65,37,63.7,42,27,60.9,20,21,48.8,51.7,101.6
31,2023-12-20,Home,Detroit Red Wings,5,2,W,,41,4,0,0,0,66,58,53.2,55,39,58.5,34,24,58.6,55.8,104.5
32,2023-12-22,Home,Boston Bruins,5,1,W,,33,4,2,3,0,57,50,53.3,37,39,48.7,33,26,55.9,40.0,107.7
33,2023-12-27,Away,Chicago Blackhawks,1,2,L,OT,38,4,0,4,0,79,40,66.4,58,29,66.7,20,24,45.5,67.9,93.3
34,2023-12-30,Home,Minnesota Wild,4,2,W,,32,17,0,4,0,46,40,53.5,34,27,55.7,20,15,57.1,45.8,111.5
35,2023-12-31,Away,Minnesota Wild,3,2,W,,29,7,1,3,0,49,58,45.8,32,32,50.0,19,29,39.6,59.3,104.3
36,2024-01-02,Home,Tampa Bay Lightning,4,2,W,,28,6,0,3,0,45,59,43.3,34,42,44.7,16,20,44.4,47.8,117.4
37,2024-01-04,Away,San Jose Sharks,2,1,W,,30,4,1,1,0,60,48,55.6,39,35,52.7,13,28,31.7,59.3,99.8
38,2024-01-05,Away,Anaheim Ducks,3,1,W,,27,6,1,1,0,56,67,45.5,38,51,42.7,21,30,41.2,50.0,104.9
39,2024-01-07,Away,Arizona Coyotes,6,2,W,,36,9,0,4,0,56,41,57.7,41,30,57.7,28,22,56.0,55.9,109.7
40,2024-01-09,Home,Columbus Blue Jackets,5,0,W,,23,8,1,3,0,53,53,50.0,32,35,47.8,23,20,53.5,43.1,121.1
41,2024-01-11,Home,Chicago Blackhawks,2,1,W,,28,4,0,4,0,59,44,57.3,37,25,59.7,17,19,47.2,53.8,102.1
42,2024-01-13,Home,Philadelphia Flyers,0,2,L,,35,4,0,3,0,72,54,57.1,52,45,53.6,23,29,44.2,58.8,97.0
43,2024-01-16,Home,New York Islanders,4,2,W,,44,4,1,5,0,51,54,48.6,43,43,50.0,25,21,54.3,40.6,103.8
44,2024-01-20,Away,Ottawa Senators,2,1,W,OT,29,13,0,4,0,43,49,46.7,30,37,44.8,20,18,52.6,43.9,105.8
45,2024-01-22,Away,Boston Bruins,1,4,L,,21,6,0,3,0,42,36,53.8,31,28,52.5,21,20,51.2,79.9,86.5
46,2024-01-24,Away,Toronto Maple Leafs,0,1,L,OT,32,10,0,2,0,61,37,62.2,43,29,59.7,13,27,32.5,68.2,94.7
47,2024-01-27,Home,Toronto Maple Leafs,2,4,L,,26,12,0,4,0,50,41,54.9,40,34,54.1,14,20,41.2,39.1,101.7
48,2024-02-06,Away,Pittsburgh Penguins,0,3,L,,23,15,0,2,0,54,41,56.8,34,30,53.1,17,23,42.5,67.9,95.0
49,2024-02-08,Away,Philadelphia Flyers,1,4,L,,29,13,0,3,0,57,34,62.6,36,20,64.3,14,24,36.8,62.5,86.0
50,2024-02-10,Home,Pittsburgh Penguins,2,1,W,,31,6,0,1,0,56,53,51.4,38,44,46.3,14,21,40.0,48.0,103.5
51,2024-02-14,Home,San Jose Sharks,1,0,W,,39,2,0,2,0,79,39,66.9,56,25,69.1,30,14,68.2,66.7,102.7
52,2024-02-17,Away,Vancouver Canucks,4,2,W,,28,15,2,4,0,33,51,39.3,27,36,42.9,23,17,57.5,39.3,101.2
53,2024-02-19,Away,Calgary Flames,3,6,L,,31,4,2,3,0,42,61,40.8,32,45,41.6,27,18,60.0,46.2,87.5
54,2024-02-20,Home,Minnesota Wild,6,3,W,,30,18,2,4,0,52,58,47.3,39,48,44.8,20,27,42.6,60.0,113.8
55,2024-02-23,Away,Chicago Blackhawks,3,2,W,OT,31,6,0,2,0,46,61,43.0,36,43,45.6,24,18,57.1,60.8,105.5
56,2024-02-25,Home,Arizona Coyotes,4,3,W,OT,32,9,2,3,0,53,54,49.5,38,42,47.5,24,23,51.1,60.0,99.8
57,2024-02-27,Home,St. Louis Blues,4,2,W,,32,13,0,2,0,56,61,47.9,41,48,46.1,18,34,34.6,43.3,106.7
58,2024-02-29,Away,Dallas Stars,1,4,L,,26,4,1,1,0,47,61,43.5,36,47,43.4,22,36,37.9,57.1,85.7
59,2024-03-02,Away,Carolina Hurricanes,5,3,W,,32,8,1,5,0,37,53,41.1,29,44,39.7,15,32,31.9,59.4,111.0
60,2024-03-03,Away,Buffalo Sabres,5,2,W,,35,4,0,2,0,62,43,59.0,39,24,61.9,27,29,48.2,47.5,109.9
61,2024-03-05,Home,Seattle Kraken,3,4,L,,33,2,0,2,0,63,42,60.0,47,31,60.3,23,18,56.1,46.7,100.3
62,2024-03-08,Away,Seattle Kraken,3,0,W,,32,2,0,0,0,52,51,50.5,46,32,59.0,24,24,50.0,44.1,109.4
63,2024-03-09,Away,Vancouver Canucks,0,5,L,,22,4,0,1,0,38,54,41.3,30,46,39.5,22,31,41.5,52.5,88.2
64,2024-03-11,Home,Washington Capitals,3,0,W,,29,4,0,1,0,67,42,61.5,50,29,63.3,38,20,65.5,63.4,110.7
65,2024-03-13,Home,Nashville Predators,2,4,L,,29,6,1,3,0,38,55,40.9,31,45,40.8,31,30,50.8,48.9,93.3
66,2024-03-15,Home,Anaheim Ducks,6,0,W,,38,20,3,3,0,63,34,64.9,49,25,66.2,28,9,75.7,70.1,109.4
67,2024-03-17,Away,Columbus Blue Jackets,6,1,W,,27,6,0,1,0,42,57,42.4,32,36,47.1,25,28,47.2,27.4,120.2
68,2024-03-19,Away,New York Rangers,4,2,W,,27,4,1,3,0,42,65,39.3,29,49,37.2,25,24,51.0,29.8,110.4
69,2024-03-21,Away,New Jersey Devils,1,4,L,,19,8,0,4,0,41,46,47.1,27,38,41.5,19,28,40.4,41.9,102.4
70,2024-03-23,Away,New York Islanders,3,6,L,,35,7,0,1,0,68,64,51.5,56,50,52.8,22,33,40.0,46.9,94.3
71,2024-03-24,Away,Washington Capitals,0,3,L,,27,6,0,2,0,57,37,60.6,42,26,61.8,25,18,58.1,78.6,87.5
72,2024-03-26,Home,Edmonton Oilers,3,4,L,OT,25,18,0,5,0,38,53,41.8,29,43,40.3,25,22,53.2,44.9,106.1
73,2024-03-28,Home,Vegas Golden Knights,1,4,L,,40,24,0,5,0,58,42,58.0,43,36,54.4,22,27,44.9,48.3,87.6
74,2024-03-30,Home,Ottawa Senators,2,3,L,,30,10,1,5,0,52,42,55.3,33,33,50.0,17,20,45.9,52.3,93.7
75,2024-04-01,Home,Los Angeles Kings,4,3,W,,32,0,0,1,0,53,57,48.2,40,41,49.4,31,18,63.3,51.6,102.6
76,2024-04-04,Home,Calgary Flames,5,2,W,,45,4,2,4,0,44,51,46.3,37,37,50.0,33,19,63.5,45.9,105.8
77,2024-04-06,Away,Minnesota Wild,4,2,W,,25,8,0,2,0,44,36,55.0,34,27,55.7,23,13,63.9,45.0,111.4
78,2024-04-09,Away,Nashville Predators,4,3,W,OT,22,13,1,3,0,38,61,38.4,26,47,35.6,20,26,43.5,31.0,108.6
79,2024-04-11,Away,Dallas Stars,3,0,W,,24,4,0,2,0,42,54,43.8,35,39,47.3,17,26,39.5,50.0,113.0
80,2024-04-13,Away,Colorado Avalanche,7,0,W,,26,2,2,3,0,48,64,42.9,34,48,41.5,13,35,27.1,37.5,121.7
81,2024-04-16,Home,Seattle Kraken,4,3,W,,24,2,1,4,0,37,40,48.1,31,27,53.4,22,12,64.7,47.4,98.6
82,2024-04-18,Home,Vancouver Canucks,4,2,W,,26,8,0,4,0,35,41,46.1,27,24,52.9,21,18,53.8,56.0,117.3
1,2023-10-11,Away,Los Angeles Kings,5,2,W,,37,19,1,3,0,47,51,48.0,36,36,50.0,28,22,56.0,35.3,105.8
2,2023-10-14,Away,San Jose Sharks,2,1,W,SO,52,8,0,5,0,90,38,70.3,65,28,69.9,21,27,43.8,72.8,95.8
3,2023-10-17,Away,Seattle Kraken,4,1,W,,28,15,0,2,1,51,53,49.0,35,38,47.9,20,26,43.5,39.8,108.4
4,2023-10-19,Home,Chicago Blackhawks,4,0,W,,41,8,1,3,1,56,30,65.1,40,22,64.5,22,15,59.5,59.1,106.3
5,2023-10-21,Home,Carolina Hurricanes,6,4,W,,27,10,3,5,1,39,42,48.1,31,31,50.0,23,24,48.9,36.0,96.1
6,2023-10-24,Away,New York Islanders,7,4,W,,38,12,1,3,0,58,43,57.4,42,35,54.5,18,31,36.7,51.2,106.9
7,2023-10-26,Away,Pittsburgh Penguins,0,4,L,,31,4,0,5,0,48,45,51.6,39,36,52.0,17,31,35.4,60.0,85.7
8,2023-10-29,Away,Buffalo Sabres,0,4,L,,23,16,0,6,0,49,33,59.8,31,27,53.4,17,17,50.0,66.7,81.8
9,2023-11-01,Home,St. Louis Blues,4,1,W,,28,8,1,3,0,50,40,55.6,38,32,54.3,25,25,50.0,58.3,107.0
10,2023-11-04,Away,Vegas Golden Knights,0,7,L,,41,14,0,3,0,72,36,66.7,44,28,61.1,30,29,50.8,78.0,81.0
11,2023-11-07,Home,New Jersey Devils,6,3,W,,32,21,1,5,1,44,41,51.8,31,26,54.4,19,33,36.5,53.0,112.9
12,2023-11-09,Home,Seattle Kraken,3,4,L,,26,10,0,3,0,54,38,58.7,32,30,51.6,24,17,58.5,56.2,92.5
13,2023-11-11,Home,St. Louis Blues,2,8,L,,38,8,0,3,0,58,42,58.0,40,34,54.1,29,22,56.9,65.8,94.6
14,2023-11-13,Away,Seattle Kraken,5,1,W,,31,13,2,6,0,52,47,52.5,34,33,50.7,22,26,45.8,48.7,109.1
15,2023-11-15,Home,Anaheim Ducks,8,2,W,,38,8,1,4,0,42,34,55.3,35,25,58.3,24,27,47.1,53.1,113.6
16,2023-11-18,Away,Dallas Stars,6,3,W,,38,8,1,4,0,58,44,56.9,45,33,57.7,17,24,41.5,57.7,105.6
17,2023-11-20,Away,Nashville Predators,3,4,L,,29,8,1,4,1,38,53,41.8,29,31,48.3,17,18,48.6,59.9,88.3
18,2023-11-22,Home,Vancouver Canucks,5,2,W,,25,21,1,4,0,49,44,52.7,27,35,43.5,20,25,44.4,42.5,111.7
19,2023-11-24,Away,Minnesota Wild,3,2,W,,25,12,1,6,0,40,33,54.8,27,25,51.9,17,13,56.7,46.8,106.7
20,2023-11-25,Home,Calgary Flames,3,1,W,,24,10,1,4,0,48,55,46.6,35,39,47.3,24,21,53.3,24.6,107.0
21,2023-11-27,Home,Tampa Bay Lightning,4,1,W,,23,26,1,5,0,40,54,42.6,31,39,44.3,24,23,51.1,26.7,111.8
22,2023-11-30,Away,Arizona Coyotes,3,4,L,OT,31,11,2,3,0,51,50,50.5,36,36,50.0,22,16,57.9,50.0,91.5
23,2023-12-02,Away,Anaheim Ducks,3,4,L,SO,37,6,0,3,0,59,54,52.2,42,41,50.6,23,33,41.1,36.4,106.6
24,2023-12-03,Away,Los Angeles Kings,1,4,L,,21,2,0,2,0,41,68,37.6,26,51,33.8,22,25,46.8,48.5,93.8
25,2023-12-05,Home,Anaheim Ducks,3,2,W,,30,6,0,3,0,50,47,51.5,38,31,55.1,22,18,55.0,48.1,111.1
26,2023-12-07,Home,Winnipeg Jets,2,4,L,,34,2,0,4,0,50,48,51.0,39,37,51.3,19,18,51.4,32.0,92.3
27,2023-12-09,Home,Philadelphia Flyers,2,5,L,,38,2,0,2,0,65,54,54.6,43,42,50.6,27,32,45.8,46.5,91.1
28,2023-12-11,Home,Calgary Flames,6,5,W,,38,6,1,4,0,66,53,55.5,41,42,49.4,35,26,57.4,43.7,99.5
29,2023-12-13,Home,Buffalo Sabres,5,1,W,,29,4,1,2,0,56,50,52.8,39,34,53.4,31,28,52.5,42.2,111.8
30,2023-12-16,Away,Winnipeg Jets,2,6,L,,32,4,1,4,0,42,50,45.7,28,35,44.4,25,15,62.5,47.8,81.0
31,2023-12-17,Home,San Jose Sharks,6,2,W,,29,30,2,4,0,52,44,54.2,37,27,57.8,27,15,64.3,49.7,120.0
32,2023-12-19,Away,Chicago Blackhawks,2,3,L,,37,32,2,3,0,54,35,60.7,42,30,58.3,19,19,50.0,54.2,89.5
33,2023-12-21,Home,Ottawa Senators,6,4,W,,39,12,4,5,0,46,55,45.5,39,38,50.6,27,20,57.4,51.7,96.2
34,2023-12-23,Home,Arizona Coyotes,4,1,W,,26,11,0,2,0,34,34,50.0,25,28,47.2,19,18,51.4,45.8,119.0
35,2023-12-27,Away,Arizona Coyotes,4,5,L,OT,24,4,2,3,0,39,57,40.6,30,43,41.1,25,21,54.3,43.8,92.0
36,2023-12-29,Away,St. Louis Blues,2,1,W,,23,8,0,2,0,35,42,45.5,25,35,41.7,15,17,46.9,60.9,110.0
37,2023-12-31,Home,San Jose Sharks,3,1,W,,33,8,1,6,1,65,29,69.1,38,19,66.7,22,26,45.8,63.6,104.3
38,2024-01-02,Home,New York Islanders,5,4,W,OT,39,6,2,5,0,71,36,66.4,46,24,65.7,21,21,50.0,71.8,93.6
39,2024-01-04,Away,Dallas Stars,5,4,W,OT,34,6,1,3,0,56,64,46.7,38,42,47.5,26,25,51.0,50.9,104.9
40,2024-01-06,Home,Florida Panthers,4,8,L,,26,12,1,4,0,28,42,40.0,22,27,44.9,21,21,50.0,37.0,82.5
41,2024-01-08,Home,Boston Bruins,4,3,W,SO,36,8,1,6,0,59,43,57.8,38,28,57.6,26,38,40.6,59.5,97.5
42,2024-01-10,Home,Vegas Golden Knights,3,0,W,,35,8,2,4,0,57,41,58.2,36,28,56.3,18,20,47.4,59.3,103.4
43,2024-01-13,Away,Toronto Maple Leafs,5,3,W,,33,2,1,4,0,60,53,53.1,42,38,52.5,23,20,53.5,46.2,108.9
44,2024-01-15,Away,Montreal Canadiens,3,4,L,,35,6,1,4,0,70,44,61.4,44,36,55.0,25,39,39.1,52.6,100.0
45,2024-01-16,Away,Ottawa Senators,7,4,W,,34,10,1,3,0,47,72,39.5,33,50,39.8,25,37,40.3,34.4,112.9
46,2024-01-18,Away,Boston Bruins,2,5,L,,32,6,0,2,0,58,50,53.7,45,34,57.0,27,26,50.9,45.9,90.0
47,2024-01-20,Away,Philadelphia Flyers,7,4,W,,25,6,1,2,0,37,69,34.9,24,45,34.8,17,32,34.7,40.0,119.1
48,2024-01-24,Home,Washington Capitals,6,2,W,,31,10,2,4,1,52,62,45.6,35,40,46.7,28,22,56.0,48.3,101.5
49,2024-01-26,Home,Los Angeles Kings,5,1,W,,31,14,1,4,0,46,38,54.8,33,26,55.9,19,21,47.5,68.5,116.0
50,2024-02-05,Away,New York Rangers,1,2,L,OT,33,4,0,3,0,56,47,54.4,43,37,53.8,17,22,43.6,64.3,95.0
51,2024-02-06,Away,New Jersey Devils,3,5,L,,38,8,0,3,0,60,51,54.1,42,35,54.5,20,31,39.2,49.7,90.1
52,2024-02-08,Away,Carolina Hurricanes,2,5,L,,27,12,0,6,0,46,44,51.1,35,29,54.7,19,24,44.2,72.4,79.8
53,2024-02-10,Away,Florida Panthers,0,4,L,,34,4,0,1,0,56,81,40.9,43,60,41.7,19,32,37.3,41.2,94.4
54,2024-02-13,Away,Washington Capitals,6,3,W,,37,6,1,3,0,51,56,47.7,38,41,48.1,27,30,47.4,44.5,109.5
55,2024-02-15,Away,Tampa Bay Lightning,3,6,L,,31,4,1,3,0,48,55,46.6,34,41,45.3,26,34,43.3,37.5,87.8
56,2024-02-18,Home,Arizona Coyotes,4,3,W,,37,14,0,4,0,42,28,60.0,31,20,60.8,22,23,48.9,48.4,103.9
57,2024-02-20,Home,Vancouver Canucks,3,1,W,,27,4,0,3,0,37,43,46.3,26,28,48.1,16,31,34.0,60.0,112.1
58,2024-02-22,Away,Detroit Red Wings,1,2,L,OT,31,8,0,3,0,61,45,57.5,43,36,54.4,21,19,52.5,41.5,99.5
59,2024-02-24,Home,Toronto Maple Leafs,3,4,L,,29,4,1,1,0,67,45,59.8,43,32,57.3,21,22,48.8,53.3,100.6
60,2024-02-27,Home,Dallas Stars,5,1,W,,27,4,1,2,0,45,56,44.6,34,44,43.6,21,24,46.7,33.3,112.7
61,2024-02-29,Away,Chicago Blackhawks,5,0,W,,33,7,1,1,0,64,37,63.4,46,28,62.2,20,25,44.4,46.4,113.8
62,2024-03-02,Away,Nashville Predators,1,5,L,,26,8,0,1,0,43,67,39.1,31,48,39.2,19,23,45.2,51.6,94.2
63,2024-03-04,Home,Chicago Blackhawks,5,0,W,,37,8,1,2,0,51,45,53.1,39,33,54.2,30,23,56.6,37.2,112.1
64,2024-03-06,Home,Detroit Red Wings,7,2,W,,54,10,2,6,0,74,40,64.9,52,29,64.2,27,26,50.9,65.6,108.5
65,2024-03-08,Home,Minnesota Wild,2,1,W,OT,40,8,1,4,0,61,56,52.1,39,48,44.8,21,26,44.7,54.3,99.4
66,2024-03-12,Away,Calgary Flames,6,2,W,,38,6,1,4,0,58,46,55.8,41,33,55.4,36,19,65.5,54.1,106.9
67,2024-03-13,Away,Vancouver Canucks,4,3,W,OT,34,11,2,4,0,65,25,72.2,44,23,65.7,18,19,48.6,50.0,90.2
68,2024-03-16,Away,Edmonton Oilers,3,2,W,OT,43,7,0,1,0,82,60,57.7,58,42,58.0,21,33,38.9,55.5,100.7
69,2024-03-19,Away,St. Louis Blues,4,3,W,,35,6,1,3,0,57,58,49.6,43,45,48.9,26,25,51.0,53.3,99.0
70,2024-03-22,Home,Columbus Blue Jackets,6,1,W,,50,5,1,3,0,78,49,61.4,53,38,58.2,23,20,53.5,66.7,107.5
71,2024-03-24,Home,Pittsburgh Penguins,5,4,W,OT,30,4,0,2,0,58,61,48.7,41,46,47.1,22,30,42.3,50.0,105.4
72,2024-03-26,Home,Montreal Canadiens,1,2,L,,28,6,0,3,0,63,40,61.2,42,31,57.5,22,25,46.8,54.1,95.2
73,2024-03-28,Home,New York Rangers,2,3,L,SO,40,6,0,2,0,75,47,61.5,53,35,60.2,30,24,55.6,61.0,100.6
74,2024-03-30,Home,Nashville Predators,7,4,W,,42,10,3,6,0,54,55,49.5,35,41,46.1,25,26,49.0,51.6,100.5
75,2024-04-01,Away,Columbus Blue Jackets,1,4,L,,46,4,0,4,0,56,43,56.6,46,27,63.0,23,24,48.9,58.4,80.6
76,2024-04-04,Away,Minnesota Wild,5,2,W,,36,8,1,2,0,65,58,52.8,50,45,52.6,33,25,56.9,49.0,108.5
77,2024-04-05,Away,Edmonton Oilers,2,6,L,,24,10,0,3,0,42,50,45.7,31,42,42.5,16,29,35.6,66.7,92.9
78,2024-04-07,Home,Dallas Stars,4,7,L,,38,6,1,2,0,73,61,54.5,45,47,48.9,20,30,40.0,69.7,96.6
79,2024-04-09,Home,Minnesota Wild,5,2,W,,32,10,1,4,0,43,27,61.4,31,16,66.0,20,20,50.0,53.6,117.4
80,2024-04-13,Home,Winnipeg Jets,0,7,L,,30,6,0,1,0,66,47,58.4,48,34,58.5,35,13,72.9,62.5,78.3
81,2024-04-14,Away,Vegas Golden Knights,3,4,L,OT,24,8,0,1,0,40,51,44.0,30,36,45.5,13,37,26.0,33.5,105.6
82,2024-04-18,Home,Edmonton Oilers,5,1,W,,27,4,1,4,0,49,47,51.0,32,35,47.8,16,31,34.0,54.5,121.1
1,2023-10-10,Away,Tampa Bay Lightning,3,5,L,,31,10,1,4,0,48,44,52.2,33,36,47.8,19,25,43.2,44.8,96.2
2,2023-10-12,Home,Seattle Kraken,3,0,W,,35,6,0,3,1,58,49,54.2,41,34,54.7,24,15,61.5,43.6,107.1
3,2023-10-14,Away,Boston Bruins,2,3,L,,36,10,0,7,0,44,41,51.8,35,24,59.3,27,14,65.9,44.7,104.7
4,2023-10-17,Home,Edmonton Oilers,1,6,L,,44,11,1,3,0,53,41,56.4,44,33,57.1,27,26,50.9,67.6,81.8
5,2023-10-19,Away,New York Rangers,4,1,W,,27,8,2,4,0,40,44,47.6,31,27,53.4,18,20,47.4,34.6,108.3
6,2023-10-21,Home,San Jose Sharks,5,1,W,,34,9,2,5,0,41,44,48.2,33,30,52.4,17,24,41.5,50.0,108.5
7,2023-10-24,Home,Vancouver Canucks,2,3,L,,18,2,0,3,0,31,62,33.3,21,39,35.0,22,21,51.2,43.1,101.8
8,2023-10-28,Home,Toronto Maple Leafs,3,2,W,OT,24,8,2,5,0,43,54,44.3,33,38,46.5,18,26,40.9,53.9,102.0
9,2023-10-31,Away,Vancouver Canucks,2,5,L,,29,6,0,4,0,60,42,58.8,48,31,60.8,16,24,40.0,33.9,91.7
10,2023-11-02,Away,Seattle Kraken,2,4,L,,34,10,2,5,0,46,47,49.5,35,31,53.0,23,16,59.0,41.6,89.3
11,2023-11-04,Away,Edmonton Oilers,5,2,W,,34,8,1,4,0,46,54,46.0,39,41,48.8,39,16,70.9,53.9,112.9
12,2023-11-07,Away,Calgary Flames,2,4,L,,18,6,0,2,0,35,67,34.3,23,53,30.3,26,31,45.6,35.5,101.0
13,2023-11-09,Away,Winnipeg Jets,3,6,L,,23,28,0,5,0,36,40,47.4,27,29,48.2,25,18,58.1,37.9,98.4
14,2023-11-11,Home,Arizona Coyotes,5,7,L,,42,8,1,4,0,57,39,59.4,43,30,58.9,19,20,48.7,76.2,88.3
15,2023-11-14,Home,Anaheim Ducks,2,3,L,,30,16,1,5,0,44,34,56.4,28,26,51.9,17,23,42.5,77.8,87.9
16,2023-11-18,Home,Chicago Blackhawks,4,2,W,,31,4,1,3,0,49,44,52.7,40,31,56.3,27,20,57.4,50.0,105.6
17,2023-11-20,Home,Colorado Avalanche,4,3,W,,30,10,0,4,0,54,38,58.7,31,29,51.7,18,17,51.4,40.1,111.7
18,2023-11-22,Home,Calgary Flames,4,2,W,,45,18,1,5,1,53,39,57.6,43,28,60.6,23,23,50.0,54.5,101.9
19,2023-11-24,Away,St. Louis Blues,8,3,W,,35,13,1,5,0,36,50,41.9,31,37,45.6,12,24,33.3,25.0,121.8
20,2023-11-26,Home,Winnipeg Jets,3,2,W,,26,4,1,2,0,46,52,46.9,35,39,47.3,31,33,48.4,44.2,104.9
21,2023-11-28,Home,Pittsburgh Penguins,3,2,W,OT,25,9,0,3,0,40,47,46.0,27,39,40.9,21,17,55.3,52.4,109.3
22,2023-11-30,Home,Minnesota Wild,1,6,L,,27,17,0,4,0,40,45,47.1,29,38,43.3,21,15,58.3,56.0,84.8
23,2023-12-02,Home,New York Rangers,3,4,L,,40,4,1,4,1,66,47,58.4,47,32,59.5,22,31,41.5,44.4,89.4
24,2023-12-03,Away,Buffalo Sabres,2,1,W,,29,2,0,1,0,55,67,45.1,38,55,40.9,31,20,60.8,50.0,104.8
25,2023-12-05,Away,Chicago Blackhawks,4,3,W,SO,30,4,1,2,0,60,48,55.6,40,34,54.1,19,20,48.7,42.3,96.0
26,2023-12-07,Home,Tampa Bay Lightning,5,1,W,,30,13,2,3,0,51,47,52.0,36,35,50.7,19,22,46.3,48.1,107.8
27,2023-12-09,Away,Toronto Maple Leafs,0,4,L,,18,15,0,3,0,34,43,44.2,20,31,39.2,14,20,41.2,50.0,91.3
28,2023-12-10,Away,Montreal Canadiens,2,1,W,,32,12,1,2,0,47,56,45.6,32,44,42.1,21,25,45.7,43.3,100.4
29,2023-12-12,Home,Philadelphia Flyers,3,2,W,OT,22,13,0,3,0,56,39,58.9,31,32,49.2,22,13,62.9,45.0,109.0
30,2023-12-15,Away,Carolina Hurricanes,6,5,W,OT,30,6,1,3,0,47,59,44.3,36,39,48.0,25,33,43.1,33.5,109.3
31,2023-12-16,Home,Washington Capitals,3,1,W,,23,8,1,3,0,35,42,45.5,26,29,47.3,12,20,37.5,55.0,110.0
32,2023-12-19,Home,Vancouver Canucks,2,5,L,,28,26,0,2,0,51,40,56.0,32,37,46.4,20,24,45.5,48.8,91.7
33,2023-12-21,Away,Philadelphia Flyers,4,2,W,,31,21,0,5,1,47,36,56.6,36,27,57.1,21,18,53.8,58.0,106.5
34,2023-12-23,Home,Dallas Stars,2,3,L,,21,4,1,2,0,38,68,35.8,25,42,37.3,22,30,42.3,50.0,96.2
35,2023-12-27,Home,Carolina Hurricanes,2,5,L,,37,12,1,4,0,40,42,48.8,32,26,55.2,20,28,41.7,55.9,91.2
36,2023-12-29,Away,Detroit Red Wings,4,5,L,OT,37,11,0,2,1,69,50,58.0,52,36,59.1,25,27,48.1,70.9,83.8
37,2023-12-30,Away,Washington Capitals,3,2,W,SO,36,13,1,2,0,75,52,59.1,54,39,58.1,30,17,63.8,63.7,95.2
38,2024-01-02,Home,Chicago Blackhawks,3,0,W,,36,11,2,4,0,65,35,65.0,44,27,62.0,23,15,60.5,61.3,103.7
39,2024-01-04,Home,Calgary Flames,3,6,L,,32,23,0,1,0,66,50,56.9,44,37,54.3,26,31,45.6,66.2,90.4
40,2024-01-06,Away,Dallas Stars,4,3,W,,22,4,0,1,0,48,63,43.2,31,40,43.7,21,32,39.6,53.3,113.6
41,2024-01-09,Home,Anaheim Ducks,3,5,L,,42,11,0,3,1,60,42,58.8,45,31,59.2,30,30,50.0,50.0,90.5
42,2024-01-12,Away,Dallas Stars,6,3,W,,38,6,1,5,0,53,50,51.5,42,33,56.0,20,33,37.7,67.5,105.6
43,2024-01-13,Home,New York Islanders,3,1,W,,28,4,1,3,0,62,47,56.9,38,28,57.6,19,22,46.3,56.7,103.6
44,2024-01-15,Away,Vegas Golden Knights,1,4,L,,35,4,0,4,0,62,64,49.2,43,39,52.4,16,25,39.0,42.6,88.8
45,2024-01-18,Away,Los Angeles Kings,2,1,W,,33,10,1,3,0,51,64,44.3,38,45,45.8,22,25,46.8,46.4,104.0
46,2024-01-20,Away,Arizona Coyotes,2,3,L,,32,4,1,6,0,49,49,50.0,35,37,48.6,17,24,41.5,63.0,89.0
47,2024-01-22,Home,Florida Panthers,1,4,L,,27,13,0,5,0,40,55,42.1,26,39,40.0,26,19,57.8,42.4,94.4
48,2024-01-25,Away,Minnesota Wild,3,2,W,,29,20,0,2,0,57,34,62.6,39,21,65.0,23,25,47.9,40.9,110.7
49,2024-01-27,Away,Edmonton Oilers,1,4,L,,29,6,0,3,0,57,42,57.6,42,30,58.3,21,20,51.2,58.1,92.9
50,2024-01-29,Away,Ottawa Senators,3,4,L,OT,28,8,0,3,0,51,58,46.8,28,45,38.4,27,29,48.2,48.3,99.8
51,2024-01-31,Home,Los Angeles Kings,2,4,L,,42,4,0,4,0,61,43,58.7,48,30,61.5,24,17,58.5,74.5,88.7
52,2024-02-10,Home,Arizona Coyotes,5,4,W,OT,37,10,2,6,0,57,45,55.9,39,33,54.2,23,24,48.9,52.2,103.6
53,2024-02-13,Home,New Jersey Devils,2,4,L,,32,6,1,2,0,49,88,35.8,35,63,35.7,20,24,45.5,63.5,95.1
54,2024-02-15,Home,Dallas Stars,2,9,L,,29,16,0,2,0,52,57,47.7,37,47,44.0,32,23,58.2,59.4,88.8
55,2024-02-17,Away,St. Louis Blues,5,2,W,,33,8,1,4,0,51,53,49.0,38,39,49.4,25,15,62.5,25.5,109.6
56,2024-02-20,Away,Vegas Golden Knights,5,3,W,,40,8,0,4,0,66,29,69.5,49,22,69.0,25,22,53.2,73.6,102.9
57,2024-02-22,Away,Los Angeles Kings,4,1,W,,21,8,0,3,0,35,52,40.2,25,35,41.7,18,24,42.9,32.4,122.2
58,2024-02-24,Away,San Jose Sharks,4,2,W,,35,4,1,3,0,61,38,61.6,44,27,62.0,25,20,55.6,51.6,100.3
59,2024-02-25,Away,Anaheim Ducks,4,2,W,,29,11,0,4,0,50,54,48.1,32,36,47.1,22,17,56.4,44.0,112.0
